rate,trial,pop_idx,pop_name,fs,n_samples,freq_resolution_hz,f0_hz,f0_power,flow_hz,flow_power,flow_over_f0
05.25,6,5,L5I,1000.0,300000,0.244140625,77.1484375,0.0016167276377557138,37.353515625,0.005329206498295366,0.48417721518987344
05.25,6,6,L6E,1000.0,300000,0.244140625,83.251953125,0.011180541473297298,36.376953125,0.04666311910242664,0.436950146627566
05.25,6,7,L6I,1000.0,300000,0.244140625,79.345703125,0.004321788209458861,39.794921875,0.012929294001196412,0.5015384615384615
05.25,7,0,L23E,1000.0,300000,0.244140625,80.078125,0.00030752752871424435,41.015625,0.001159662424308011,0.5121951219512195
05.25,7,1,L23I,1000.0,300000,0.244140625,80.810546875,0.0018401012834959977,44.43359375,0.006553349186249531,0.5498489425981873
05.25,7,2,L4E,1000.0,300000,0.244140625,75.68359375,0.012129522801560507,40.0390625,0.0360692770362952,0.5290322580645161
05.25,7,3,L4I,1000.0,300000,0.244140625,76.171875,0.006600308617743147,36.865234375,0.02026298873790182,0.483974358974359
05.25,7,4,L5E,1000.0,300000,0.244140625,80.078125,0.011377988528553684,40.771484375,0.039601751896948104,0.5091463414634146
05.25,7,5,L5I,1000.0,300000,0.244140625,82.51953125,0.001243071491281201,37.109375,0.005323902568056489,0.44970414201183434
05.25,7,6,L6E,1000.0,300000,0.244140625,79.345703125,0.011500799936572508,40.771484375,0.04114655463783413,0.5138461538461538
05.25,7,7,L6I,1000.0,300000,0.244140625,83.0078125,0.004211223157955617,41.259765625,0.014586613141255166,0.4970588235294118
05.25,8,0,L23E,1000.0,300000,0.244140625,77.63671875,0.0017782740750017746,38.818359375,0.006342064790953664,0.5
05.25,8,1,L23I,1000.0,300000,0.244140625,76.904296875,0.0031617614556261227,37.109375,0.011459714290220325,0.48253968253968255
05.25,8,2,L4E,1000.0,300000,0.244140625,76.904296875,0.02001843230181125,37.353515625,0.06333408927632288,0.4857142857142857
05.25,8,3,L4I,1000.0,300000,0.244140625,77.63671875,0.008403772121241134,39.794921875,0.02454397865449537,0.5125786163522013
05.25,8,4,L5E,1000.0,300000,0.244140625,82.763671875,0.010687126695759271,38.330078125,0.04535256092974309,0.4631268436578171
05.25,8,5,L5I,1000.0,300000,0.244140625,77.392578125,0.0021553629200509166,37.59765625,0.007548023125134172,0.48580441640378547
05.25,8,6,L6E,1000.0,300000,0.244140625,76.171875,0.011168820417398577,37.109375,0.03377399669842925,0.48717948717948717
